país Name,país Code,serie Name,serie Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Chile,CHL,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,-0.273631397756063,4.9716214885003,3.154034924374,3.20279913985533,4.72324526681116,6.67425416745972,5.83704571525745,6.04999082904382,5.16823098722429,3.7893928023371,-1.1180372326977,5.85165101730949,6.22389678693851,6.15534002096459,3.30850824469113,1.79264947361806,2.15194249853634,1.75303874553305,1.35769537797211,3.99002947521676,0.743130031576072,-6.14524685814565,11.7374310662749,2.44040340034618,..
Chile,CHL,"Productividad del agua, total (PIB en US$ constantes del año 2015 por metro cúbico de extracción total de agua dulce)",ER.GDP.FWTL.M3.KD,4.48849166226637,4.53555752829013,4.51080686827509,4.49409315288694,4.55385311594064,4.70032083714324,4.81848670447802,4.9544460241509,5.20932465857687,5.40672643223935,5.34627721765681,5.65912270285201,6.01134065892373,6.38135911629897,6.59248690878507,6.71066709065375,6.85507678771282,6.97524893983747,7.06995157229569,7.35204472391384,7.40667997619215,6.9515212076623,..,..,..
Chile,CHL,Emisiones de CO2 (kg por PPA del PIB),EN.ATM.CO2E.PP.GD,0.40198526812476,0.346904117158582,0.315846834577556,0.305681400282875,0.292533646077262,0.292445771800092,0.27277383084043,0.223173455908475,0.23196851042587,0.24656553814542,0.241223310641401,0.226564285796094,0.219020458720888,0.209482026910899,0.211369388620991,0.190022046286256,0.20286181250783,0.203621108842946,0.193254546120782,0.181096849512541,0.186727898645355,0.1725967721972,..,..,..
Chile,CHL,Consumo de energía eléctrica (kWh per cápita),EG.USE.ELEC.KH.PC,2390.81574627992,2497.75286922399,2627.35492152849,2726.23757549961,2896.06378970021,3063.87215455445,3097.06564529115,3226.34656855168,3346.48072709117,3347.66540895391,3306.86875955947,3318.30524785638,3596.10664594956,3820.37105668158,3893.50611153389,3895.43615609742,..,..,..,..,..,..,..,..,..
Chile,CHL,Gasto en investigación y desarrollo (% del PIB),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,0.311430007219315,0.374920010566711,0.354030013084412,0.331649988889694,0.352880001068115,0.362129986286163,0.390300005674362,0.376679986715317,0.382959991693497,0.371030002832413,0.356790006160736,0.369159996509552,0.342049986124039,0.334960013628006,..,..,..
Chile,CHL,Crecimiento de la población (%) anual,SP.POP.GROW,1.19092710984963,1.14904172536735,1.11531304820862,1.08792963607244,1.04791320216262,0.996674255969576,0.97751001174206,0.979795955667856,0.980589313160657,1.00084678976019,1.02694120751704,1.0090337555584,0.991361115471139,0.974635115583974,0.964976309009339,1.00681495918115,1.02942555374852,1.18906102612278,1.56205545588869,1.79596279901203,1.7913919716665,1.36064363430941,0.994344898418259,0.565514127974157,..
Chile,CHL,"Población, total",SP.POP.TOTL,15176410,15351799,15523978,15693790,15859112,16017966,16175311,16334575,16495538,16661462,16833447,17004162,17173573,17341771,17509925,17687108,17870124,18083879,18368577,18701450,19039485,19300315,19493184,19603733,..
Chile,CHL,Producción de electricidad a partir de fuentes hidroeléctricas (% del total),EG.ELC.HYRO.ZS,35.3998437092993,46.1999101751584,49.3828031318333,50.9834901879966,46.2832859979927,42.9210279643806,50.4591875619236,52.6554591467824,39.5323796339025,40.5215730939301,41.6587068937123,35.9350696627726,31.970842907796,28.8999440868231,27.0129336891809,32.2765000139731,31.6778754957751,..,..,..,..,..,..,..,..
Chile,CHL,Acceso a la electricidad (% de la población),EG.ELC.ACCS.ZS,96.6955490112305,97.938687,97.1343612670898,97.2666854858398,98.782325,97.5337295532227,97.6824645996094,99.368108,98.0392684936523,98.2453155517578,99.593662,99.5258941650391,99.588193,100,99.6,100,99.714844,100,99.7,100,100,100,100,..,..
Chile,CHL,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,1649.13111862423,1639.40102394514,1590.91909303144,1629.15082972309,1628.92758434394,1717.53829418791,1753.53055035542,1807.42357851367,1856.39734817985,1820.30610519053,1753.80597925071,1814.12209551991,1957.05232685126,2145.52198849818,2209.86000796691,2041.19322390071,2016.68746115024,..,..,..,..,..,..,..,..
Argentina,ARG,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,-3.38545704063269,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.7180099337095,4.95636996008236,..
Argentina,ARG,"Productividad del agua, total (PIB en US$ constantes del año 2015 por metro cúbico de extracción total de agua dulce)",ER.GDP.FWTL.M3.KD,13.2889915042598,13.0289343528443,12.187378594743,10.6315944036118,11.3331377969574,12.1074660389732,12.9188392708313,13.6880472595658,14.6374744881286,14.947307110728,13.805198935413,14.9297087427906,15.5458820383334,15.38631592527,15.7564066412087,15.360508753932,15.7800287984402,15.4517524655901,15.8872605689487,15.471427972778,15.1618662038854,13.6607679429044,..,..,..
Argentina,ARG,Emisiones de CO2 (kg por PPA del PIB),EN.ATM.CO2E.PP.GD,0.318909972217278,0.309098398743112,0.299469331026383,0.310336852519235,0.303881207332858,0.300607089537799,0.276513839985252,0.263431028788317,0.247307122050128,0.239510370829821,0.236825362388163,0.226963218591912,0.221559767294129,0.217225326053705,0.215944186907021,0.214211222036683,0.214470095609291,0.207510182430541,0.173088212215521,0.162282196562438,0.158998418705971,0.152703549466824,..,..,..
Argentina,ARG,Consumo de energía eléctrica (kWh per cápita),EG.USE.ELEC.KH.PC,2023.46157948029,2077.53957335771,2108.99040202059,2003.66751741611,2169.48754386443,2282.82256318506,2397.48653338231,2362.85310598862,2443.84413515149,2759.51327028767,2716.59821526407,2877.65265331343,2929.07502855568,3000.60352326565,2967.37655805218,3074.70207056563,..,..,..,..,..,..,..,..,..
Argentina,ARG,Gasto en investigación y desarrollo (% del PIB),GB.XPD.RSDV.GD.ZS,0.453370004892349,0.438840001821518,0.424609988927841,0.388859987258911,0.410129994153976,0.403759986162186,0.420740008354187,0.452160000801086,0.460070013999939,0.470550000667572,0.583980023860931,0.561039984226227,0.565970003604889,0.634909987449646,0.618489980697632,0.593959987163544,0.622619986534119,0.558149993419647,0.556309998035431,0.488299995660782,0.478130012750626,0.541540026664734,0.517639994621277,..,..
Argentina,ARG,Crecimiento de la población (%) anual,SP.POP.GROW,1.15204385364535,1.13327702210541,1.0991714603689,1.07353834961783,1.03236085902218,1.01533668354561,1.03347622351885,1.03467173566483,1.00629733064648,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058,..
Argentina,ARG,"Población, total",SP.POP.TOTL,36653031,37070774,37480493,37885028,38278164,38668796,39070501,39476851,39876111,40273769,40684338,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763,45808747,46234830,..
Argentina,ARG,Producción de electricidad a partir de fuentes hidroeléctricas (% del total),EG.ELC.HYRO.ZS,26.5848111648253,32.3630637723541,41.0841702269323,42.4496465489681,36.7412800173856,30.389856736385,32.23402944327,35.5107655166606,28.2707256900805,25.0131574619256,27.7774588046162,26.8131850586366,30.6425842306356,27.2320408178313,29.3691309912423,29.6079396562957,26.2415750877847,..,..,..,..,..,..,..,..
Argentina,ARG,Acceso a la electricidad (% de la población),EG.ELC.ACCS.ZS,95.1331558227539,95.6804733276367,95.5110634674458,96.0960006713867,96.2979507446289,96.50537109375,96.7252655029297,96.9644088745117,97.2243957519531,97.5016021728516,97.7922058105469,98.82,99.0342864990234,99.143798828125,99.285774230957,100,99.6890335083008,99.8997421264648,100,99.9937362670898,100,100,100,..,..
Argentina,ARG,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,1659.76805574415,1660.52009057054,1562.31178709416,1502.20934243469,1590.84132143851,1720.3112556181,1712.85349015617,1844.2651618793,1849.45279643745,1928.32659888375,1856.09639267081,1928.65235658729,1952.05105293095,1936.80353979442,1967.02167752077,2029.92282543737,..,..,..,..,..,..,..,..,..
Brasil,BRA,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,0.467937566477133,4.38794944745618,1.38989640095637,3.05346185909312,1.14082899824888,5.75996463670954,3.20213206130431,3.96198871122617,6.06987060678338,5.09419544658736,-0.125812002161169,7.52822581815364,3.97442307944702,1.92117598576537,3.00482266944432,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.98884970066018,2.90053061522693,..
Brasil,BRA,"Productividad del agua, total (PIB en US$ constantes del año 2015 por metro cúbico de extracción total de agua dulce)",ER.GDP.FWTL.M3.KD,20.3718937292902,21.1445214881478,21.3168367372118,21.843867269776,21.9691893127641,23.1050533686005,23.712688482866,24.5162407968617,24.2531683384392,23.8837544656911,22.4394742038215,22.7782954810805,24.4876626999035,25.8352230218619,27.5808047706158,28.7358663491709,28.2212998262555,26.2882405746321,26.8914910437733,27.0336367678062,26.9822541190752,26.1952163697504,..,..,..
